root_id,lvl1_id,lvl2_id,lvl4_id,lvl2_name,lvl4_name,properties,agents,agents_received_entrustment,agents_received_search,entrustments,search_requests,search_requests_norm,specialists_5,specialists_10,specialists_30,marketwatch_alerts
1,105050,154,3304,Achaia,Tritaia,8,8,164,1476,4,43,3,0,0,0,25
1,105050,154,3305,Achaia,Fares,138,43,174,1476,11,49,7,8,3,0,41
1,105050,154,3306,Achaia,Olenia,133,43,171,1476,8,43,3,8,2,0,46
1,105054,155,3307,Boeotia,Akraifnia,17,12,115,966,5,10,0,0,0,0,0
1,105054,155,3308,Boeotia,Aliartos,46,19,115,966,9,13,3,2,0,0,0
1,105054,155,3309,Boeotia,Antikira,21,11,103,966,3,18,8,1,0,0,0
1,105054,155,3310,Boeotia,Arachova,916,108,135,971,23,19,9,12,6,2,9
1,105054,155,3311,Boeotia,Vagies,11,4,94,966,1,11,1,1,0,0,0
1,105054,155,3312,Boeotia,Davleia,15,9,98,966,1,11,1,0,0,0,0
1,105054,155,3313,Boeotia,Dervenochoria,21,13,108,966,4,10,0,0,0,0,0
1,105054,155,3314,Boeotia,Distomo,7,6,0,966,0,10,0,0,0,0,0
1,105054,155,3315,Boeotia,Thespies,14,9,105,966,2,11,1,0,0,0,1
1,105054,155,3316,Boeotia,Thiva,323,68,126,1010,17,66,53,12,7,1,7
1,105054,155,3317,Boeotia,Thisvi,72,15,110,967,5,16,6,1,1,1,0
1,105054,155,3318,Boeotia,Koronias,16,9,110,966,4,10,0,0,0,0,0
1,105054,155,3319,Boeotia,Kiriaki,7,4,0,966,0,10,0,0,0,0,0
1,105054,155,3320,Boeotia,Livadeia,284,46,127,1011,14,44,33,6,5,2,2
1,105054,155,3321,Boeotia,Inofita,249,96,129,1164,12,33,17,15,5,0,16
1,105054,155,3322,Boeotia,Orchomenos,35,19,119,966,6,12,2,1,0,0,1
1,105054,155,3323,Boeotia,Plateon,14,11,106,966,6,10,0,0,0,0,0
1,105054,155,3324,Boeotia,Schimatari,210,92,132,967,21,28,15,10,4,0,5
1,105054,155,3325,Boeotia,Tanagra,52,28,113,967,4,12,2,2,1,0,3
1,105054,155,3326,Boeotia,Chaironeia,12,7,0,966,0,10,0,0,0,0,0
1,105057,156,3327,Grevena,Avdella,1,1,0,623,0,19,1,0,0,0,0
1,105057,156,3328,Grevena,Ventzi,1,1,0,623,0,19,1,0,0,0,0
1,105057,156,3329,Grevena,Gorgiani,0,0,31,623,1,19,1,0,0,0,0
1,105057,156,3330,Grevena,Grevena,69,27,44,699,15,22,4,3,1,0,0
1,105057,156,3331,Grevena,Deskati,4,3,0,623,0,19,1,0,0,0,0
1,105057,156,3332,Grevena,Dotsiko,0,0,0,623,0,19,1,0,0,0,0
1,105057,156,3333,Grevena,Irakleotes,1,1,36,623,2,19,1,0,0,0,0
1,105057,156,3334,Grevena,Theodoros Ziakas,14,11,34,662,1,20,1,0,0,0,0
1,105057,156,3335,Grevena,Kosmas Aitolos,2,2,0,835,0,20,1,0,0,0,0
1,105057,156,3336,Grevena,Mesolouri,0,0,0,623,0,19,1,0,0,0,0
1,105057,156,3337,Grevena,Perivoli,1,1,0,623,0,19,1,0,0,0,0
1,105057,156,3338,Grevena,Samarina,4,4,35,623,1,19,1,0,0,0,0
1,105057,156,3339,Grevena,Smixi,6,6,0,623,0,19,1,0,0,0,0
1,105057,156,3340,Grevena,Filippaioi,4,3,0,623,0,19,1,0,0,0,0
1,105057,156,3341,Grevena,Chasies,0,0,0,623,0,19,1,0,0,0,0
1,105057,157,3342,Drama Prefecture,Doxato,42,11,67,896,7,29,4,2,1,0,4
1,105057,157,3343,Drama Prefecture,Drama,504,43,73,901,20,91,65,11,6,3,6
1,105057,157,3344,Drama Prefecture,Kalampaki,20,8,59,896,3,30,5,1,1,0,4
1,105057,157,3345,Drama Prefecture,Kato Nevrokopi,13,4,0,896,0,29,4,1,0,0,4
1,105057,157,3346,Drama Prefecture,Nikiforos,10,5,0,896,0,27,3,1,0,0,4
1,105057,157,3347,Drama Prefecture,Paranesti,1,1,37,896,1,27,3,0,0,0,4
1,105057,157,3348,Drama Prefecture,Prosotsani,45,12,0,896,0,30,4,2,1,0,4
1,105057,157,3349,Drama Prefecture,Sidironero,3,2,0,896,0,26,3,0,0,0,4
1,105057,157,3350,Drama Prefecture,Sitagroi,16,8,62,896,4,27,3,1,0,0,4
1,105052,158,3351,Dodecanese,Agathonisi,6,1,178,1137,2,18,1,1,0,0,0
1,105052,158,3353,Dodecanese,Astypalea,73,44,185,1144,6,22,5,3,0,0,4
1,105052,158,3360,Dodecanese,Kalimnos,72,34,187,1205,7,27,10,4,0,0,10
1,105052,158,3363,Dodecanese,Kasos,19,12,172,1137,2,20,3,1,0,0,2
1,105052,158,3365,Dodecanese,Leipsoi,9,6,166,1137,1,18,1,0,0,0,2
1,105052,158,3366,Dodecanese,Leros,114,56,208,1137,21,26,8,5,1,0,11
1,105052,158,3368,Dodecanese,Megisti,37,22,167,1137,2,19,2,1,0,0,2
1,105052,158,3369,Dodecanese,Nisiros,1,1,0,1138,0,22,5,0,0,0,1
1,105052,158,3372,Dodecanese,Patmos,125,59,199,1201,14,23,5,3,3,0,11
1,105052,158,3375,Dodecanese,Simi,43,23,0,1135,0,21,5,1,1,0,1
1,105052,158,3376,Dodecanese,Tilos,12,11,177,1245,2,18,1,0,0,0,1
1,105052,158,3377,Dodecanese,Chalki,6,4,0,1137,0,21,4,0,0,0,1
1,105058,159,3378,Evros,Alexandroupoli,3323,54,67,973,23,172,163,27,23,16,36
1,105058,159,3379,Evros,Vissa,9,4,55,19,2,3,0,0,0,0,1
1,105058,159,3380,Evros,Didimoticho,82,16,58,26,8,13,9,2,2,1,18
1,105058,159,3381,Evros,Kiprinos,0,0,40,19,1,4,1,0,0,0,0
1,105058,159,3382,Evros,Metaxades,3,3,0,19,0,3,0,0,0,0,0
1,105058,159,3383,Evros,Orestiada,99,17,62,95,14,15,11,5,3,0,21
1,105058,159,3384,Evros,Orfeas,8,8,1,19,1,3,0,0,0,0,0
1,105058,159,3385,Evros,Samothraki,156,21,57,29,7,9,6,10,6,1,29
1,105058,159,3386,Evros,Soufli,17,8,0,22,0,5,1,1,0,0,13
1,105058,159,3387,Evros,Traianoupoli,109,17,49,43,1,4,1,7,4,0,29
1,105058,159,3388,Evros,Trigono,9,3,0,19,0,3,0,1,0,0,1
1,105058,159,3389,Evros,Tichero,24,12,0,27,0,5,2,1,0,0,21
1,105058,159,3390,Evros,Feres,98,19,37,134,1,10,5,6,2,1,29
1,105054,160,3391,Evia,Aidipsos,404,81,226,1916,15,80,19,14,5,2,10
1,105054,160,3392,Evia,Amarinthos,267,83,227,2261,30,83,16,15,8,0,7
1,105054,160,3393,Evia,Anthidonos,598,118,209,1916,13,97,29,28,14,4,11
1,105054,160,3394,Evia,Artemisio,143,62,213,1911,13,67,7,6,3,0,7
1,105054,160,3395,Evia,Avlida,275,119,237,1911,24,88,25,9,4,1,14
1,105054,160,3396,Evia,Avlona,150,51,225,1926,18,69,8,6,2,1,2
1,105054,160,3397,Evia,Dirfis,77,34,221,1911,9,64,3,2,1,0,3
1,105054,160,3398,Evia,Distos,209,63,215,1968,16,67,6,10,4,1,2
1,105054,160,3399,Evia,Limni,180,28,192,1916,6,66,5,4,1,1,1
1,105054,160,3400,Evia,Eretria,465,151,242,1912,27,93,28,25,10,2,16
1,105054,160,3401,Evia,Istiaia,141,45,213,1911,9,65,4,6,3,1,2
1,105054,160,3402,Evia,Karistos,593,129,240,1925,39,77,15,18,10,4,10
1,105054,160,3403,Evia,Kafira,4,4,0,1911,0,62,2,0,0,0,0
1,105054,160,3404,Evia,Kirea,62,25,192,1911,3,64,3,2,2,0,3
1,105054,160,3405,Evia,Konistres,23,17,164,1911,1,64,4,1,0,0,0
1,105054,160,3406,Evia,Kimi,152,71,216,1911,12,71,10,5,2,0,5
1,105054,160,3407,Evia,Lilantio,336,75,229,1911,16,102,32,20,8,1,9
1,105054,160,3408,Evia,Lichada,76,29,203,1921,5,66,5,3,2,0,1
1,105054,160,3409,Evia,Marmari,161,63,201,1912,8,69,8,6,4,0,5
1,105054,160,3410,Evia,Messapia,352,78,229,1912,24,89,24,12,4,1,8
1,105054,160,3411,Evia,Nea Artaki,197,56,226,1912,17,121,48,13,5,0,5
1,105054,160,3412,Evia,Nilea,82,35,212,1911,9,63,3,2,1,1,1
1,105052,125000,3413,Sporades,Skiros,162,37,131,786,10,20,12,4,1,1,5
1,105054,160,3414,Evia,Stira,424,90,230,1916,12,73,12,11,6,2,5
1,105054,160,3415,Evia,Tamines,155,73,227,1911,20,76,15,4,2,0,1
1,105054,160,3416,Evia,Chalkida,933,124,261,2058,80,379,295,34,22,8,29
1,105054,160,3417,Evia,Oreoi,93,37,207,1911,6,66,6,2,1,1,5
1,105054,161,3418,Evrytania,Agrafa,0,0,44,27,1,3,0,0,0,0,0
1,105054,161,3419,Evrytania,Aperantio,1,1,44,27,1,3,0,0,0,0,0
1,105054,161,3420,Evrytania,Aspropotamos,0,0,0,27,0,3,0,0,0,0,0
1,105054,161,3421,Evrytania,Viniani,6,5,0,27,0,3,0,0,0,0,2
1,105054,161,3422,Evrytania,Domnista,11,11,0,27,0,3,0,0,0,0,4
1,105054,161,3423,Evrytania,Karpenisi,131,59,62,50,18,9,6,4,3,0,2
1,105054,161,3424,Evrytania,Ktimeni,0,0,0,27,0,3,0,0,0,0,0
1,105054,161,3425,Evrytania,Potamias,19,11,50,34,4,4,1,0,0,0,0
1,105054,161,3426,Evrytania,Prousos,3,3,0,27,0,3,0,0,0,0,0
1,105054,161,3427,Evrytania,Fourna,1,1,0,27,0,3,0,0,0,0,0
1,105054,161,3428,Evrytania,Fragkista,3,3,0,27,0,3,0,0,0,0,0
1,105053,162,3429,Zante,Alikes,95,34,183,631,9,138,24,3,1,1,16
1,105053,162,3430,Zante,Arkadi,142,40,168,715,10,138,23,7,2,1,14
1,105053,162,3431,Zante,Artemisio,68,29,176,631,7,136,22,4,1,0,13
1,105053,162,3432,Zante,Elatio,133,38,168,631,5,137,23,5,2,1,13
1,105053,162,3433,Zante,Laganas,288,67,180,757,14,152,37,12,6,1,28
1,105053,162,3434,Zante,Main town area,1601,91,183,633,13,161,47,14,6,3,26
1,105050,163,3435,Ilia,Alifeira,5,4,0,1112,0,34,1,0,0,0,0
1,105050,163,3436,Ilia,Amaliada,359,59,116,1287,10,81,46,6,5,3,4
1,105050,163,3437,Ilia,Andravida,12,9,0,1112,0,38,5,0,0,0,0
1,105050,163,3438,Ilia,Andritsaina,2,2,102,1112,2,34,1,0,0,0,0
1,105050,163,3439,Ilia,Archaia Olimpia,75,37,116,1112,6,40,7,5,1,0,16
1,105050,163,3440,Ilia,Vartholomio,52,19,104,1112,3,38,5,4,1,0,0
1,105050,163,3441,Ilia,Vouprasia,24,19,100,1112,3,34,1,0,0,0,1
1,105050,163,3442,Ilia,Volakas,20,5,65,1112,1,34,1,2,0,0,0
1,105050,163,3443,Ilia,Gastouni,73,13,109,1112,4,38,5,4,2,0,0
1,105050,163,3444,Ilia,Zacharo,133,35,121,1112,7,40,7,4,3,2,1
1,105050,163,3445,Ilia,Iardanos,30,10,0,1112,0,34,1,3,0,0,1
1,105050,163,3446,Ilia,Kastro Killinis,73,41,109,1112,4,35,2,1,1,0,0
1,105050,163,3447,Ilia,Lampeia,6,5,0,1112,0,34,1,0,0,0,0
1,105050,163,3448,Ilia,Lasiona,7,7,97,1112,1,34,1,0,0,0,0
1,105050,163,3449,Ilia,Lechaina,47,23,112,1112,14,35,2,3,0,0,0
1,105050,163,3450,Ilia,Pineia,19,8,98,1112,1,34,1,1,1,0,0
1,105050,163,3451,Ilia,Pirgos,699,75,121,1113,31,90,56,15,10,5,15
1,105050,163,3452,Ilia,Skilounta,37,17,112,1112,8,38,5,3,0,0,0
1,105050,163,3453,Ilia,Tragano,9,8,69,1112,1,34,1,0,0,0,1
1,105050,163,3454,Ilia,Figaleia,2,2,92,1112,1,34,1,0,0,0,0
1,105050,163,3455,Ilia,Foloi,7,5,96,1147,1,35,1,0,0,0,0
1,105050,163,3456,Ilia,Oleni,19,8,0,1165,0,36,1,1,0,0,0
1,105057,164,3457,Imathia,Alexandreia,63,25,82,1438,17,28,11,4,1,0,2
1,105057,164,3458,Imathia,Anthemia,83,13,71,626,3,18,3,2,1,1,7
1,105057,164,3459,Imathia,Antigonides,22,12,0,626,0,16,1,1,0,0,0
1,105057,164,3460,Imathia,Apostolos Pavlos,69,20,1,631,1,15,2,5,1,0,2
1,105057,164,3461,Imathia,Vergina,29,11,69,626,1,16,1,2,0,0,0
1,105057,164,3462,Imathia,Veroia,952,82,92,637,28,106,91,21,17,9,13
1,105057,164,3463,Imathia,Dovra,67,22,75,626,5,16,1,5,2,0,10
1,105057,164,3464,Imathia,Eirinoupoli,20,7,69,626,1,16,1,1,1,0,0
1,105057,164,3465,Imathia,Makedonida,11,8,0,626,0,16,1,0,0,0,0
1,105057,164,3466,Imathia,Meliki,14,9,82,626,6,19,4,1,0,0,0
1,105057,164,3467,Imathia,Naousa,542,38,77,654,7,26,13,4,2,2,4
1,105057,164,3468,Imathia,Plati,36,28,75,626,5,16,1,1,0,0,0
1,105051,165,3469,Heraklion Prefecture,Agia Varvara,32,13,205,973,3,214,10,2,0,0,6
1,105051,165,3470,Heraklion Prefecture,Arkalochori,152,31,215,973,2,215,10,6,2,1,23
1,105051,165,3471,Heraklion Prefecture,Archanes,247,44,223,973,9,221,15,14,8,1,46
1,105051,165,3472,Heraklion Prefecture,Asterousia,54,25,212,984,3,217,13,2,1,0,13
1,105051,165,3473,Heraklion Prefecture,Viannos,103,32,222,973,5,219,14,5,2,0,12
1,105051,165,3474,Heraklion Prefecture,Gazi,1040,88,228,981,9,283,65,40,25,10,75
1,105051,165,3475,Heraklion Prefecture,Gorgolaini,95,33,216,973,3,212,9,5,1,0,21
1,105051,165,3476,Heraklion Prefecture,Gortina,74,26,210,973,4,211,8,5,2,0,8
1,105051,165,3477,Heraklion Prefecture,Gouves,830,82,242,1015,13,305,82,33,22,8,67
1,105051,165,3478,Heraklion Prefecture,Episkopi,61,22,214,973,2,216,9,2,1,0,30
1,105051,165,3479,Heraklion Prefecture,Zaros,4,3,0,976,0,211,8,0,0,0,0
1,105051,165,3480,Heraklion Prefecture,Thrapsano,27,12,0,973,0,213,10,1,0,0,0
1,105051,165,3481,Heraklion Prefecture,Kastelli,87,26,209,973,6,214,10,2,1,1,28
1,105051,165,3482,Heraklion Prefecture,Kofinas,45,21,184,973,1,212,9,2,1,0,1
1,105051,165,3483,Heraklion Prefecture,Krousonas,33,14,0,973,0,213,8,2,0,0,8
1,105051,165,3484,Heraklion Prefecture,Mallia,184,46,234,973,9,250,41,10,3,1,30
1,105051,165,3485,Heraklion Prefecture,Moires,167,26,234,973,14,231,26,6,3,1,8
1,105051,165,3486,Heraklion Prefecture,Nea Alikarnassos,407,53,228,978,10,285,60,20,15,1,57
1,105051,165,3487,Heraklion Prefecture,Nikos Kazantzakis,171,37,239,976,13,221,15,8,4,1,34
1,105051,165,3489,Heraklion Prefecture,Heraclion Cretes,4796,145,258,1158,88,1001,742,57,48,29,87
1,105051,165,3490,Heraklion Prefecture,Rouvas,6,4,185,973,1,211,8,0,0,0,10
1,105051,165,3491,Heraklion Prefecture,Temenos,130,29,207,973,4,215,10,9,5,0,18
1,105051,165,3492,Heraklion Prefecture,Tilisos,56,20,186,973,1,212,8,3,3,0,6
1,105051,165,3493,Heraklion Prefecture,Timpaki,205,37,207,973,4,219,16,7,4,1,17
1,105051,165,3494,Heraklion Prefecture,Chersonisos,517,85,244,976,12,289,74,23,14,2,61
1,105055,166,3495,Thesprotia,Acherontas,2,2,72,86,1,9,1,0,0,0,0
1,105055,166,3496,Thesprotia,Igoumenitsa,151,32,95,596,11,68,58,5,5,1,3
1,105055,166,3497,Thesprotia,Margariti,24,13,0,85,0,8,2,1,0,0,2
1,105055,166,3498,Thesprotia,Paramithia,12,10,91,86,10,10,2,0,0,0,1
1,105055,166,3499,Thesprotia,Parapotamos,5,3,0,86,0,9,1,0,0,0,0
1,105055,166,3500,Thesprotia,Perdika,64,14,0,91,0,11,3,2,2,1,3
1,105055,166,3501,Thesprotia,Sagiada,8,4,0,85,0,7,1,0,0,0,3
1,105055,166,3503,Thesprotia,Sivota,170,53,95,97,10,15,7,9,6,0,10
1,105055,166,3504,Thesprotia,Filiates,13,7,86,86,5,10,2,0,0,0,0
1,105055,167,3505,Ioannina Prefecture,Agios Dimitrios,28,10,82,714,1,167,6,2,0,0,0
1,105055,167,3506,Ioannina Prefecture,Aetomilitsa,0,0,0,714,0,165,4,0,0,0,0
1,105055,167,3507,Ioannina Prefecture,Anatoli,405,44,92,714,5,182,18,17,11,3,15
1,105055,167,3508,Ioannina Prefecture,East Zagori,9,8,0,714,0,165,4,0,0,0,0
1,105055,167,3509,Ioannina Prefecture,Ano Kalamas,8,7,81,714,1,165,4,0,0,0,4
1,105055,167,3510,Ioannina Prefecture,Ano Pagoni,1,1,82,714,1,166,5,0,0,0,0
1,105055,167,3511,Ioannina Prefecture,Vathipedo,0,0,0,714,0,165,4,0,0,0,0
1,105055,167,3512,Ioannina Prefecture,Vovousa,0,0,0,714,0,165,4,0,0,0,0
1,105055,167,3513,Ioannina Prefecture,Delvinaki,5,5,81,714,1,166,5,0,0,0,0
1,105055,167,3514,Ioannina Prefecture,Derviziana,0,0,86,714,1,165,4,0,0,0,0
1,105055,167,3515,Ioannina Prefecture,Distrato,1,1,0,714,0,165,4,0,0,0,0
1,105055,167,3516,Ioannina Prefecture,Dodoni,9,6,0,734,0,171,9,0,0,0,2
1,105055,167,3517,Ioannina Prefecture,Egnatias,4,4,0,959,0,166,4,0,0,0,2
1,105055,167,3518,Ioannina Prefecture,Ekali,12,7,0,714,0,166,5,0,0,0,4
1,105055,167,3519,Ioannina Prefecture,Evrimenoi,4,4,0,714,0,165,4,0,0,0,0
1,105055,167,3520,Ioannina Prefecture,Zitsa,8,7,0,714,0,165,4,0,0,0,0
1,105055,167,3521,Ioannina Prefecture,Ioannina,2972,90,122,1772,49,409,237,41,32,18,17
1,105055,167,3522,Ioannina Prefecture,Kalarites,2,2,0,714,0,165,4,0,0,0,0
1,105055,167,3523,Ioannina Prefecture,Kalpakio,7,4,89,714,2,165,4,0,0,0,0
1,105055,167,3524,Ioannina Prefecture,Katsanochoria,6,6,78,714,1,165,4,0,0,0,0
1,105055,167,3525,Ioannina Prefecture,Kentriko Zagori,86,31,85,714,1,166,5,6,2,0,9
1,105055,167,3526,Ioannina Prefecture,Konitsa,18,13,86,714,3,173,11,0,0,0,2
1,105055,167,3527,Ioannina Prefecture,Lavdani,1,1,0,714,0,165,4,0,0,0,0
1,105055,167,3528,Ioannina Prefecture,Mastrochoria,4,4,0,714,0,165,4,0,0,0,0
1,105055,167,3529,Ioannina Prefecture,Matsouki,0,0,0,714,0,165,4,0,0,0,0
1,105055,167,3530,Ioannina Prefecture,Metsovo,47,27,90,714,2,167,5,2,0,0,7
1,105055,167,3531,Ioannina Prefecture,Milea,0,0,0,714,0,165,4,0,0,0,0
1,105055,167,3532,Ioannina Prefecture,Molossoi,1,1,58,714,1,165,4,0,0,0,2
1,105055,167,3533,Ioannina Prefecture,Mpizanio,216,33,98,714,8,169,8,15,7,1,13
1,105055,167,3534,Ioannina Prefecture,Nisos ioanninnon,5,4,0,714,0,165,4,0,0,0,2
1,105055,167,3535,Ioannina Prefecture,Pamvotida,163,32,97,714,8,168,6,12,6,0,8
1,105055,167,3536,Ioannina Prefecture,Papigko,30,16,0,714,0,165,4,1,1,0,2
1,105055,167,3537,Ioannina Prefecture,Passarona,206,38,96,728,6,179,15,12,8,1,11
1,105055,167,3538,Ioannina Prefecture,Perama,86,25,63,714,2,168,6,5,3,0,4
1,105055,167,3539,Ioannina Prefecture,Pramanta,10,7,90,714,3,165,4,0,0,0,0
1,105055,167,3540,Ioannina Prefecture,Pogoniani,2,2,0,714,0,165,4,0,0,0,2
1,105055,167,3541,Ioannina Prefecture,Selloi,2,2,0,714,0,165,4,0,0,0,0
1,105055,167,3542,Ioannina Prefecture,Sirrako,0,0,0,714,0,165,4,0,0,0,0
1,105055,167,3543,Ioannina Prefecture,Tzoumerka,3,3,0,714,0,165,4,0,0,0,0
1,105055,167,3544,Ioannina Prefecture,Timfi,30,17,0,714,0,165,4,1,0,0,2
1,105055,167,3545,Ioannina Prefecture,Fourka,0,0,0,715,0,166,4,0,0,0,0
1,105057,168,3546,Kavala Prefecture,Eleftheroupoli,266,34,136,1132,13,52,14,13,8,1,13
1,105057,168,3547,Kavala Prefecture,Eleitheres,989,56,139,1134,11,78,37,21,15,9,25
1,105057,168,3548,Kavala Prefecture,Thasos,1260,99,161,1469,26,102,62,24,14,6,30
1,105057,168,3549,Kavala Prefecture,Kavala,3156,91,152,2174,51,205,158,33,27,16,41
1,105057,168,3550,Kavala Prefecture,Keramoti,101,21,124,1132,7,44,6,4,2,1,14
1,105057,168,3551,Kavala Prefecture,Oreino,28,9,115,1132,1,40,3,2,1,0,11
1,105057,168,3552,Kavala Prefecture,Orfano,601,39,132,1132,9,65,27,9,4,4,16
1,105057,168,3553,Kavala Prefecture,Paggaio,37,9,122,1132,3,42,4,2,1,0,9
1,105057,168,3554,Kavala Prefecture,Pierea,54,17,120,1132,5,40,3,3,1,0,6
1,105057,168,3555,Kavala Prefecture,Filippoi,310,30,134,1132,10,46,8,15,8,3,22
1,105057,168,3556,Kavala Prefecture,Chrisoupoli,414,39,134,1133,12,50,12,18,10,2,14
1,105056,169,3557,Karditsa Prefecture,Athamanon,2,2,0,57,0,25,2,0,0,0,0
1,105056,169,3558,Karditsa Prefecture,Argithea,5,4,0,57,0,24,1,0,0,0,0
1,105056,169,3559,Karditsa Prefecture,Arni,1,1,52,57,5,24,1,0,0,0,0
1,105056,169,3560,Karditsa Prefecture,Acheloos,0,0,0,57,0,24,1,0,0,0,0
1,105056,169,3561,Karditsa Prefecture,Ithomi,5,5,53,57,2,24,1,0,0,0,0
1,105056,169,3562,Karditsa Prefecture,Itamos,2,2,49,57,1,24,1,0,0,0,0
1,105056,169,3563,Karditsa Prefecture,Kallifono,6,2,0,57,0,24,1,1,0,0,0
1,105056,169,3564,Karditsa Prefecture,Kampos,14,7,54,57,1,24,1,1,0,0,0
1,105056,169,3565,Karditsa Prefecture,Karditsa,304,30,67,125,28,83,59,10,6,2,2
1,105056,169,3566,Karditsa Prefecture,Menelaida,3,1,0,57,0,24,1,0,0,0,2
1,105056,169,3567,Karditsa Prefecture,Mitropoli,7,4,59,457,4,25,1,0,0,0,2
1,105056,169,3568,Karditsa Prefecture,Mouzaki,43,11,32,57,1,24,1,1,1,1,0
1,105056,169,3569,Karditsa Prefecture,Nevropoli Agrafon,30,18,56,202,3,27,3,0,0,0,0
1,105056,169,3570,Karditsa Prefecture,Palamas,8,7,58,57,4,24,1,0,0,0,2
1,105056,169,3571,Karditsa Prefecture,Pamisos,14,11,35,57,1,24,1,0,0,0,0
1,105056,169,3572,Karditsa Prefecture,Plastiras,23,18,0,455,0,31,3,1,0,0,2
1,105056,169,3573,Karditsa Prefecture,Rentina,0,0,0,57,0,24,1,0,0,0,0
1,105056,169,3574,Karditsa Prefecture,Sellana,1,1,0,57,0,25,2,0,0,0,0
1,105056,169,3575,Karditsa Prefecture,Sofades,13,9,59,58,8,26,3,0,0,0,2
1,105056,169,3576,Karditsa Prefecture,Tamasi,0,0,0,57,0,24,1,0,0,0,0
1,105056,169,3577,Karditsa Prefecture,Fillo,4,2,52,57,1,24,1,0,0,0,0
1,105057,170,3578,Kastoria Prefecture,Agia Triada,17,9,41,617,1,11,2,1,0,0,0
1,105057,170,3579,Kastoria Prefecture,Agioi Anargiroi,4,3,0,617,0,8,0,0,0,0,0
1,105057,170,3580,Kastoria Prefecture,Akrites,1,1,0,617,0,8,0,0,0,0,0
1,105057,170,3581,Kastoria Prefecture,Aliakmonas,10,5,43,617,8,8,0,0,0,0,0
1,105057,170,3582,Kastoria Prefecture,Arrenes,1,1,0,621,0,9,1,0,0,0,0
1,105057,170,3583,Kastoria Prefecture,Vitsi,12,6,0,617,0,8,0,1,0,0,0
1,105057,170,3584,Kastoria Prefecture,Grammos,0,0,0,617,0,8,0,0,0,0,0
1,105057,170,3585,Kastoria Prefecture,Ion Dragoumis,12,10,43,617,2,8,0,0,0,0,0
1,105057,170,3586,Kastoria Prefecture,Kastoria,90,18,44,675,9,41,31,4,4,0,0
1,105057,170,3587,Kastoria Prefecture,Kastraki,1,1,0,617,0,8,0,0,0,0,0
1,105057,170,3588,Kastoria Prefecture,Kleisoura,0,0,38,617,1,8,0,0,0,0,0
1,105057,170,3589,Kastoria Prefecture,Koresteia,0,0,0,617,0,8,0,0,0,0,0
1,105057,170,3590,Kastoria Prefecture,Makedna,6,6,44,617,3,9,1,0,0,0,0
1,105057,170,3591,Kastoria Prefecture,Nestorio,1,1,0,617,0,8,0,0,0,0,0
1,105057,170,3592,Kastoria Prefecture,Orestida,37,9,46,617,6,11,3,3,1,0,0
1,105053,171,3606,Corfu Prefecture,Paxoi,73,28,224,682,3,196,98,5,1,0,13
1,105053,172,3612,Kefallinia Prefecture,Ithaki,254,38,151,1619,1,55,27,6,5,4,1
1,105057,173,3618,Kilkis Prefecture,Axioupoli,53,21,68,626,11,35,3,2,2,0,9
1,105057,173,3619,Kilkis Prefecture,Gallikos,103,50,73,626,6,35,3,4,2,0,1
1,105057,173,3620,Kilkis Prefecture,Goumenissa,45,11,62,626,1,35,3,1,1,1,8
1,105057,173,3621,Kilkis Prefecture,Doirani,6,6,37,626,1,35,3,0,0,0,0
1,105057,173,3622,Kilkis Prefecture,Evropos,21,10,65,626,3,37,5,1,0,0,8
1,105057,173,3623,Kilkis Prefecture,Kilkis,248,61,78,641,23,69,36,12,6,2,11
1,105057,173,3624,Kilkis Prefecture,Kroussoi,30,17,68,626,3,38,6,1,0,0,1
1,105057,173,3625,Kilkis Prefecture,Livadia,3,3,64,626,1,35,3,0,0,0,8
1,105057,173,3626,Kilkis Prefecture,Mouries,7,6,62,632,2,36,3,0,0,0,0
1,105057,173,3627,Kilkis Prefecture,Pikrolimni,40,18,74,626,9,35,3,1,0,0,8
1,105057,173,3628,Kilkis Prefecture,Polikastro,105,19,70,628,5,43,11,6,3,1,8
1,105057,173,3629,Kilkis Prefecture,Cherso,8,7,36,648,1,36,3,0,0,0,0
1,105057,174,3630,Kozani Prefecture,Agia Paraskevi,2,2,0,633,0,24,2,0,0,0,0
1,105057,174,3631,Kozani Prefecture,Aiani,4,4,48,633,2,24,2,0,0,0,2
1,105057,174,3632,Kozani Prefecture,Askio,6,5,49,633,2,22,1,0,0,0,3
1,105057,174,3633,Kozani Prefecture,Velventos,5,5,0,633,0,22,1,0,0,0,0
1,105057,174,3634,Kozani Prefecture,Vermio,7,6,0,633,0,23,2,0,0,0,1
1,105057,174,3635,Kozani Prefecture,Vlasti,3,2,46,633,1,22,1,0,0,0,1
1,105057,174,3636,Kozani Prefecture,Dimitrios Ipsilantis,3,3,0,633,0,22,1,0,0,0,1
1,105057,174,3637,Kozani Prefecture,Elimeia,18,8,57,633,3,23,2,1,0,0,1
1,105057,174,3638,Kozani Prefecture,Ellispontos,32,17,0,633,0,22,1,2,0,0,2
1,105057,174,3639,Kozani Prefecture,Kamvounia,0,0,0,633,0,22,1,0,0,0,0
1,105057,174,3640,Kozani Prefecture,Kozani,419,44,69,637,48,121,97,16,13,6,9
1,105057,174,3641,Kozani Prefecture,Livadero,1,1,0,633,0,22,1,0,0,0,0
1,105057,174,3642,Kozani Prefecture,Mourikio,11,4,29,633,1,22,1,0,0,0,0
